REGION: Region - Split 1
17750
47700
22410
54280
43080
18350
40120
13340
55810
55880
54060
63410
26080
32270
59370
51190
21610
33610
54200
43360
26610
36580
62010
14650
61410
74560
41560
17040
50770
10250
55180
13010
23190
61010
18710
22490
32770
18050
43220
55250
35790
30300
33830
46300
51860
41960
31950
10650
24410
49799
15240
11570
52240
64210
1
26670
16200
14170
10500
23110
26350
46450
57080
45540
54340
10300
22750
35600
24600
60210
55320
72300
34530
53430
59320
13800
51680
15800
23350
60610
23810
57910
16550
55460
56930
8
34880
59360
37300
36720
27350
36820
50560
65010
20660
58330
56370
59250
25150
37550
63010
11520
23270
74550
44000
50350
16950
17150
53150
59340
15900
23940
36070
53920
30250
5
10900
14300
34830
48130
47290
52450
51540
37400
18450
25490
58540
40520
50250
17550
4
22250
13850
47910
11450
34800
12930
46510
37600
15950
70200
60810
16700
21750
17000
15270
10950
58510
52310
32600
41140
57350
41010
63810
6
12150
34860
53360
17850
30370
3
11800
22670
12730
50080
20830
12950
14920
34580
16400
54690
14850
51470
58260
37310
48050
52800
15560
57140
10470
57840
41060
13450
40310
39799
43710
58470
45680
12380
AUS
32810
59350
36300
40150
35740
16100
51310
10180
51080
33100
14350
60410
34420
71000
56300
17640
40220
55740
57980
47980
10050
34590
40910
13310
44830
70540
18400
48410
52590
72330
15700
14400
53080
27170
2
27070
35300
55040
31750
10750
58570
40250
40430
48640
30760
54480
32450
11730
45890
29799
34710
40070
57210
17620
56860
57000
12000
48750
51710
16350
18200
51330
22310
33200
26260
58680
32260
50210
59170
33960
11750
27260
61210
53780
25340
15750
54130
57490
33360
54970
73600
48260
34570
79799
65210
12350
11600
14900
27450
27630
11200
18100
56230
15050
70620
23670
47800
63210
11500
42110
16610
24970
10850
29399
42750
35250
16260
22980
53710
74050
52730
56730
52940
71300
34770
24850
36630
54310
33220
30450
62210
46860
59030
12900
57280
15990
25250
35670
11400
32310
53990
15650
24130
33430
20570
26700
25710
33800
48540
64010
12390
59330
41190
55110
14870
21270
45400
57630
10800
59310
55390
50980
18250
56580
46970
21450
65810
44210
14700
22110
54550
59799
24900
15300
50420
25810
41330
41830
33980
17080
26170
36910
36660
62810
26430
25060
52170
52520
54900
14100
17100
14750
20740
31820
11650
52660
16150
58190
45290
20910
56460
25990
59100
51750
24780
50490
50840
89799
57420
65610
51400
14550
14000
15520
11300
12160
51820
62610
18500
17200
17650
52100
64610
74680
10550
31900
19799
11700
26490
45040
44620
30900
20110
54830
48830
36250
32250
17310
11350
25900
17420
13660
35010
55600
52870
51120
58400
17900
51610
69799
44550
14500
58890
22620
36150
21670
22910
89399
24210
61610
37010
54760
36950
53010
21890
35760
36510
23430
21370
52030
20260
58050
24650
56620
56090
26890
15350
55950
26810
17350
17400
47630
62410
57770
43790
12870
56790
35800
49399
35780
24330
61810
12700
25430
56160
13910
12850
32750
33620
70700
50280
11720
42600
53290
18020
50630
40700
53800
21110
36370
45090
10600
21830
22170
47490
26980
70420
45340
46090
42250
55530
65410
79399
37340
48340
58610
42030
54620
54410
32080
25620
15850
50910
72800
14950
45120
11250
61510
41750
11150
43650
47140
64810
19399
14220
37570
46670
72200
44060
52380
13550
74660
31000
53570
24250
58760
26730
71150
51260
21180
63610
12750
32500
22830
44340
16490
58820
17950
54170
36960
53220
51960
55670
57700
51890
14600
7
16900
53640
21010
16380
32330
30410
