REGION: Region - Split 1
2GMEL
1
8
5
4RSAU
1GSYD
4
6
3
6GHOB
6RTAS
7GDAR
AUS
1RNSW
2
4GADE
3RQLD
5RWAU
5GPER
7RNTE
2RVIC
3GBRI
8ACTE
7
